canonical	gbif_match	gbif_full
Poa trivialis subsp. sylvicola	Poa trivialis subsp. sylvicola	Poa trivialis subsp. sylvicola (Guss.) H.Lindb.
Poa trivialis subsp. trivialis	Poa trivialis subsp. trivialis	Poa trivialis subsp. trivialis
Poa trivialis var. glabra	Poa trivialis var. glabra	Poa trivialis var. glabra Döll
Poa trivialis var. latifolia	Poa trivialis var. latifolia	Poa trivialis var. latifolia Schur
Poa trivialis var. parviflora	Poa trivialis var. parviflora	Poa trivialis var. parviflora Parn.
Poa trivialis var. semineutra	Poa trivialis var. semineutra	Poa trivialis var. semineutra (Waldst. & Kit.) Griseb.
Poa trivialis var. sylvicola	Poa trivialis var. sylvicola	Poa trivialis var. sylvicola (Guss.) Hack.
Poa trivialis var. trivialis	Poa trivialis var. trivialis	Poa trivialis var. trivialis
Poa trivialis var. umbrosa	Poa trivialis var. umbrosa	Poa trivialis var. umbrosa Balansa
Poa turfosa	Poa turfosa	Poa turfosa Litv.
Poa urjanchaica	Poa urjanchaica	Poa urjanchaica Roshev.
Poa vallesiana	Poa vallesiana	Poa vallesiana Honck.
Poa variegata	Poa variegata	Poa variegata Lam.
Poa versicolor	Poa versicolor	Poa versicolor Besser
Poa versicolor subsp. ochotensis	Poa versicolor subsp. ochotensis	Poa versicolor subsp. ochotensis (Trin.) Tzvelev
Poa versicolor subsp. orinosa	Poa versicolor subsp. orinosa	Poa versicolor subsp. orinosa (Keng) Olonova & G.H.Zhu
Poa versicolor subsp. relaxa	Poa versicolor subsp. relaxa	Poa versicolor subsp. relaxa (Ovcz.) Tzvelev
Poa versicolor subsp. reverdattoi	Poa versicolor subsp. reverdattoi	Poa versicolor subsp. reverdattoi (Roshev.) Olonova & G.H.Zhu
Poa versicolor subsp. stepposa	Poa versicolor subsp. stepposa	Poa versicolor subsp. stepposa (Krylov) Tzvelev
Poa versicolor subsp. varia	Poa versicolor subsp. varia	Poa versicolor subsp. varia (Keng ex L.Liu) Olonova & G.H.Zhu
Poa viridula	Poa viridula	Poa viridula Palib.
Poa vivipara	Poa vivipara	Poa vivipara R.Br.
Poa vivipara	Poa vivipara	Poa vivipara (L.) Willd.
Poa vivipara	Poa vivipara	Poa vivipara Mazziari, 1834
Poa volhynensis	Poa volhynensis	Poa volhynensis Klokov
Poa williamsii	Poa williamsii	Poa williamsii Nash
Pochota quinata	Pochota quinata	Pochota quinata (Jacq.) W.D.Stevens
Pocilla biloba	Pocilla biloba	Pocilla biloba (L.) W.A.Weber
Podagraria aegopodium	Podagraria aegopodium	Podagraria aegopodium (Scop.) Moench
Podagraria erratica	Podagraria erratica	Podagraria erratica Bubani
Podalyria argentea	Podalyria argentea	Podalyria argentea (Salisb.) Salisb.
Podocarpium podocarpum	Podocarpium podocarpum	Podocarpium podocarpum (DC.) Yen C.Yang & P.H.Huang
Podocarpium podocarpum var. podocarpum	Podocarpium podocarpum var. podocarpum	Podocarpium podocarpum var. podocarpum
Podocarpus alpinus	Podocarpus alpinus	Podocarpus alpinus R.Br.
Podocarpus alpinus	Podocarpus alpinus	Podocarpus alpinus R.Br. ex Hook.f.
Podocarpus chinensis	Podocarpus chinensis	Podocarpus chinensis Sweet
Podocarpus chinensis	Podocarpus chinensis	Podocarpus chinensis (Roxb.) Wall. ex J.Forbes
Podocarpus dacrydioides	Podocarpus dacrydioides	Podocarpus dacrydioides A.Rich.
Podocarpus elatus	Podocarpus elatus	Podocarpus elatus R.Br. ex Endl.
Podocarpus elatus	Podocarpus elatus	Podocarpus elatus R.Br.
Podocarpus falcatus	Podocarpus falcatus	Podocarpus falcatus (Thunb.) R.Br. ex Mirb.
Podocarpus falcatus	Podocarpus falcatus	Podocarpus falcatus A.Cunn. ex Parl., 1868
Podocarpus ferrugineus	Podocarpus ferrugineus	Podocarpus ferrugineus G.Benn. ex D.Don
Podocarpus formosensis	Podocarpus formosensis	Podocarpus formosensis Dummer
Podocarpus gracilior	Podocarpus gracilior	Podocarpus gracilior Pilg.
Podocarpus japonicus	Podocarpus japonicus	Podocarpus japonicus Siebold ex Endl.
Podocarpus lawrencei	Podocarpus lawrencei	Podocarpus lawrencei Hook.f.
Podocarpus meyerianus	Podocarpus meyerianus	Podocarpus meyerianus Endl.
Podocarpus nageia	Podocarpus nageia	Podocarpus nageia R.Br. ex Mirb.
Podocarpus nagi	Podocarpus nagi	Podocarpus nagi (Thunb.) Zoll. & Moritzi ex Zoll.
Podocarpus nagi	Podocarpus nagi	Podocarpus nagi (Thunb.) Makino
Podocarpus nagi	Podocarpus nagi	Podocarpus nagi (Thunb.) Pilg.
Podocarpus nagi var. angustifolius	Podocarpus nagi var. angustifolius	Podocarpus nagi var. angustifolius (Maxim.) Makino
Podocarpus nagi var. rotundifolius	Podocarpus nagi var. rotundifolius	Podocarpus nagi var. rotundifolius (Maxim.) Makino
Podocarpus neriifolius	Podocarpus neriifolius	Podocarpus neriifolius D.Don
Podocarpus neriifolius var. polyanthus	Podocarpus neriifolius var. polyanthus	Podocarpus neriifolius var. polyanthus Wasscher
Podocarpus parvifolius	Podocarpus parvifolius	Podocarpus parvifolius Parl.
Podocarpus rospigliosii	Podocarpus rospigliosii	Podocarpus rospigliosii Pilg.
Podocarpus spicatus	Podocarpus spicatus	Podocarpus spicatus R.Br.
Podocarpus spicatus	Podocarpus spicatus	Podocarpus spicatus R.Br. ex Mirb.
Podocarpus spicatus	Podocarpus spicatus	Podocarpus spicatus Poepp.
Podocarpus totara	Podocarpus totara	Podocarpus totara G.Benn. ex D.Don
Podocarpus totara var. waihoensis	Podocarpus totara var. waihoensis	Podocarpus totara var. waihoensis Wardle
Podophyllum peltatum	Podophyllum peltatum	Podophyllum peltatum L.
Podospermum alpigenum	Podospermum alpigenum	Podospermum alpigenum C.Koch
Podospermum intermedium	Podospermum intermedium	Podospermum intermedium DC.
Podospermum purpureum	Podospermum purpureum	Podospermum purpureum Koch ex Steud., 1821
Podospermum purpureum	Podospermum purpureum	Podospermum purpureum (L.) W.D.J.Koch & Ziz
Poecilanthe parviflora	Poecilanthe parviflora	Poecilanthe parviflora Benth.
Poecilanthe parviflora var. floribunda	Poecilanthe parviflora var. floribunda	Poecilanthe parviflora var. floribunda Hassl.
Poga oleosa	Poga oleosa	Poga oleosa Pierre
Pogonatherum paniceum	Pogonatherum paniceum	Pogonatherum paniceum (Lam.) Hack.
Pogonatherum saccharoideum	Pogonatherum saccharoideum	Pogonatherum saccharoideum P.Beauv.
Poinciana gilliesii	Poinciana gilliesii	Poinciana gilliesii Hook.
Poincianella eriostachys	Poincianella eriostachys	Poincianella eriostachys (Benth.) Britton & Rose
Poincianella pluviosa	Poincianella pluviosa	Poincianella pluviosa (DC.) L.P.Queiroz
Poinsettia heterophylla	Poinsettia heterophylla	Poinsettia heterophylla (L.) Klotzsch & Garcke
Polemonium acutiflorum	Polemonium acutiflorum	Polemonium acutiflorum Willd.
Polemonium acutiflorum	Polemonium acutiflorum	Polemonium acutiflorum Willd. ex Roem. & Schult.
Polemonium boreale	Polemonium boreale	Polemonium boreale Adams
Polemonium boreale subsp. boreale	Polemonium boreale subsp. boreale	Polemonium boreale subsp. boreale
Polemonium boreale var. boreale	Polemonium boreale var. boreale	Polemonium boreale var. boreale
Polemonium caeruleum	Polemonium caeruleum	Polemonium caeruleum L.
Polemonium caeruleum subsp. caeruleum	Polemonium caeruleum subsp. caeruleum	Polemonium caeruleum subsp. caeruleum
Polemonium caeruleum subsp. campanulatum	Polemonium caeruleum subsp. campanulatum	Polemonium caeruleum subsp. campanulatum Th.Fr.
Polemonium caeruleum var. acutiflorum	Polemonium caeruleum var. acutiflorum	Polemonium caeruleum var. acutiflorum (Willd. ex Roem. & Schult.) Ledeb.
Polemonium caeruleum var. caeruleum	Polemonium caeruleum var. caeruleum	Polemonium caeruleum var. caeruleum
Polemonium caucasicum	Polemonium caucasicum	Polemonium caucasicum N.Busch
Polemonium gracile	Polemonium gracile	Polemonium gracile Fisch.
Polemonium hultenii	Polemonium hultenii	Polemonium hultenii Hara
Polemonium humile	Polemonium humile	Polemonium humile Lindl.
Polemonium hyperboreum	Polemonium hyperboreum	Polemonium hyperboreum Tolm.
Polemonium lapponicum	Polemonium lapponicum	Polemonium lapponicum Klokov
Polemonium richardsonii	Polemonium richardsonii	Polemonium richardsonii Graham
Polium montanum	Polium montanum	Polium montanum (L.) Mill.
Pollichia galeobdolon	Pollichia galeobdolon	Pollichia galeobdolon (L.) Schrank
Pollinia imberbis	Pollinia imberbis	Pollinia imberbis Nees
Polycalymma stuartii	Polycalymma stuartii	Polycalymma stuartii F.Muell. & Sond.
Polycarpa corymbosa	Polycarpa corymbosa	Polycarpa corymbosa (L.) Kuntze
Polycarpaea corymbosa	Polycarpaea corymbosa	Polycarpaea corymbosa Linnaeus, 1753
Polycarpaea corymbosa	Polycarpaea corymbosa	Polycarpaea corymbosa (L.) Lam.
Polycarpaea corymbosa var. corymbosa	Polycarpaea corymbosa var. corymbosa	Polycarpaea corymbosa var. corymbosa
Polycarpaea filifolia	Polycarpaea filifolia	Polycarpaea filifolia Muschl.
Polycarpaea filifolia	Polycarpaea filifolia	Polycarpaea filifolia Webb ex Christ
Polycarpaea indica	Polycarpaea indica	Polycarpaea indica Lam.
Polycarpaea nebulosa	Polycarpaea nebulosa	Polycarpaea nebulosa Lakela
Polygala alpicola	Polygala alpicola	Polygala alpicola Rupr.
Polygala amarella	Polygala amarella	Polygala amarella Coss. & Germ.
Polygala amarella	Polygala amarella	Polygala amarella Crantz
Polygala amarella subsp. austriaca	Polygala amarella subsp. austriaca	Polygala amarella subsp. austriaca (Crantz) Janch.
Polygala amarella subsp. austriaca	Polygala amarella subsp. austriaca	Polygala amarella subsp. austriaca (Crantz) Dostál
Polygala angustifolia	Polygala angustifolia	Polygala angustifolia Lange
Polygala angustifolia	Polygala angustifolia	Polygala angustifolia Sessé & Moc.
Polygala angustifolia	Polygala angustifolia	Polygala angustifolia Kunth
Polygala austriaca	Polygala austriaca	Polygala austriaca Crantz
Polygala calcarea	Polygala calcarea	Polygala calcarea F.W.Schultz
Polygala chamaebuxus	Polygala chamaebuxus	Polygala chamaebuxus L.
Polygala comosa	Polygala comosa	Polygala comosa Schkuhr
Polygala depressa	Polygala depressa	Polygala depressa Wender.
Polygala dubia	Polygala dubia	Polygala dubia Bellynck
Polygala hybrida	Polygala hybrida	Polygala ×hybrida Brügger
Polygala hybrida	Polygala hybrida	Polygala hybrida DC.
Polygala lejeunei	Polygala lejeunei	Polygala lejeunei Boreau
Polygala nicaeensis	Polygala nicaeensis	Polygala nicaeensis Willk. ex Willk. & Lange
Polygala nicaeensis	Polygala nicaeensis	Polygala nicaeensis Risso
Polygala nicaeensis	Polygala nicaeensis	Polygala nicaeensis Risso ex Koch
Polygala oberthueri	Polygala oberthueri	Polygala oberthueri Sennen
Polygala oxyptera	Polygala oxyptera	Polygala oxyptera Rchb.
Polygala podolica	Polygala podolica	Polygala podolica DC.
Polygala serpyllacea	Polygala serpyllacea	Polygala serpyllacea Weihe
Polygala serpyllifolia	Polygala serpyllifolia	Polygala serpyllifolia Hosé
Polygala vulgaris	Polygala vulgaris	Polygala vulgaris L.
Polygala vulgaris subsp. oxyptera	Polygala vulgaris subsp. oxyptera	Polygala vulgaris subsp. oxyptera (Rchb.) Schübl. & G.Martens
Polygala vulgaris subsp. oxyptera	Polygala vulgaris subsp. oxyptera	Polygala vulgaris subsp. oxyptera Lange
Polygala wolfgangiana	Polygala wolfgangiana	Polygala wolfgangiana Besser ex Szafer, Kulcz. & Pawl., 1924
Polygala wolfgangiana	Polygala wolfgangiana	Polygala wolfgangiana Besser ex Ledeb.
Polygaloides chamaebuxus	Polygaloides chamaebuxus	Polygaloides chamaebuxus (L.) O.Schwarz
Polygonatum bracteatum	Polygonatum bracteatum	Polygonatum bracteatum (B.Thomas ex Gaudin) A.Dietr., 1835
Polygonatum jacquemontianum	Polygonatum jacquemontianum	Polygonatum jacquemontianum Kunth
Polygonatum leptophyllum	Polygonatum leptophyllum	Polygonatum leptophyllum (D.Don) Royle
Polygonatum multiflorum	Polygonatum multiflorum	Polygonatum multiflorum Kunth, 1850
Polygonatum multiflorum	Polygonatum multiflorum	Polygonatum multiflorum (L.) All.
Polygonatum multiflorum subsp. bracteatum	Polygonatum multiflorum subsp. bracteatum	Polygonatum multiflorum subsp. bracteatum (Gaudin) K.Richt.
Polygonatum multiflorum var. bracteatum	Polygonatum multiflorum var. bracteatum	Polygonatum multiflorum var. bracteatum (Gaudin) Kunth
Polygonatum multiflorum var. latifolium	Polygonatum multiflorum var. latifolium	Polygonatum multiflorum var. latifolium Kunth
Polygonatum multiflorum var. ramosum	Polygonatum multiflorum var. ramosum	Polygonatum multiflorum var. ramosum (Döll) Geisenh.
Polygonatum odoratum	Polygonatum odoratum	Polygonatum odoratum (Mill.) Druce
Polygonatum officinale var. ambiguum	Polygonatum officinale var. ambiguum	Polygonatum officinale var. ambiguum (Link) Nyman
Polygonatum polygonatum	Polygonatum polygonatum	Polygonatum polygonatum Jiraselk ex Schult. & Schult.f.
Polygonatum roseum	Polygonatum roseum	Polygonatum roseum (Ledeb.) Kunth
Polygonatum salomonis	Polygonatum salomonis	Polygonatum salomonis Friche-Joset & Montandon, 1856
Polygonatum verticillatum	Polygonatum verticillatum	Polygonatum verticillatum (L.) All.
Polygonum agreste	Polygonum agreste	Polygonum agreste Fr., 1839
Polygonum alaskanum	Polygonum alaskanum	Polygonum alaskanum (Small) Wight ex Hultén
Polygonum alaskanum	Polygonum alaskanum	Polygonum alaskanum (Small) W.Wight ex Harshberger
Polygonum alaskanum var. glabrescens	Polygonum alaskanum var. glabrescens	Polygonum alaskanum var. glabrescens Hultén
Polygonum alpinum	Polygonum alpinum	Polygonum alpinum All.
Polygonum alpinum subsp. alaskanum	Polygonum alpinum subsp. alaskanum	Polygonum alpinum subsp. alaskanum (Small) S.L.Welsh
Polygonum amphibium	Polygonum amphibium	Polygonum amphibium L.
Polygonum amphibium subsp. laevimarginatum	Polygonum amphibium subsp. laevimarginatum	Polygonum amphibium subsp. laevimarginatum Hultén
Polygonum amphibium var. emersum	Polygonum amphibium var. emersum	Polygonum amphibium var. emersum Michx.
Polygonum amphibium var. stipulaceum	Polygonum amphibium var. stipulaceum	Polygonum amphibium var. stipulaceum N.Coleman
Polygonum amphibium var. stipulaceum	Polygonum amphibium var. stipulaceum	Polygonum amphibium var. stipulaceum (Coleman) Fernald
Polygonum amphibium var. terrestre	Polygonum amphibium var. terrestre	Polygonum amphibium var. terrestre Leyss.
Polygonum amphibium var. terrestre	Polygonum amphibium var. terrestre	Polygonum amphibium var. terrestre Leers
Polygonum amphibium var. terrestre	Polygonum amphibium var. terrestre	Polygonum amphibium var. terrestre Willd.
Polygonum aphyllum	Polygonum aphyllum	Polygonum aphyllum Sennen & Elías, 1925
Polygonum aviculare	Polygonum aviculare	Polygonum aviculare L.
Polygonum aviculare subsp. aviculare	Polygonum aviculare subsp. aviculare	Polygonum aviculare subsp. aviculare
Polygonum aviculare subsp. heterophyllum	Polygonum aviculare subsp. heterophyllum	Polygonum aviculare subsp. heterophyllum (Lindm.) Asch. & Graebn.
Polygonum aviculare subsp. neglectum	Polygonum aviculare subsp. neglectum	Polygonum aviculare subsp. neglectum (Besser) Arcang.
Polygonum aviculare subsp. rectum	Polygonum aviculare subsp. rectum	Polygonum aviculare subsp. rectum Chrtek
Polygonum aviculare var. angustissimum	Polygonum aviculare var. angustissimum	Polygonum aviculare var. angustissimum Meisn.
Polygonum aviculare var. aviculare	Polygonum aviculare var. aviculare	Polygonum aviculare var. aviculare
Polygonum aviculare var. neglectum	Polygonum aviculare var. neglectum	Polygonum aviculare var. neglectum (Besser) Rchb.
Polygonum aviculare var. neglectum	Polygonum aviculare var. neglectum	Polygonum aviculare var. neglectum (Besser) Nyman, 1881
Polygonum aviculare var. vegetum	Polygonum aviculare var. vegetum	Polygonum aviculare var. vegetum Ledeb.
Polygonum biaristatum	Polygonum biaristatum	Polygonum biaristatum Aitch. & Hemsl.
Polygonum bistorta	Polygonum bistorta	Polygonum bistorta Garcke
Polygonum bistorta	Polygonum bistorta	Polygonum bistorta Walter
Polygonum bistorta	Polygonum bistorta	Polygonum bistorta L.
Polygonum bistorta subsp. plumosum	Polygonum bistorta subsp. plumosum	Polygonum bistorta subsp. plumosum (Small) Hultén
Polygonum brittingeri	Polygonum brittingeri	Polygonum brittingeri Opiz
Polygonum bucharicum	Polygonum bucharicum	Polygonum bucharicum Grig.
Polygonum capitatum	Polygonum capitatum	Polygonum capitatum Buch.-Ham. ex D.Don
Polygonum capitatum	Polygonum capitatum	Polygonum capitatum Buch.-Ham.
Polygonum cespitosum	Polygonum cespitosum	Polygonum cespitosum Blume
Polygonum cespitosum var. longisetum	Polygonum cespitosum var. longisetum	Polygonum cespitosum var. longisetum (Bruijn) Steward
Polygonum coccineum	Polygonum coccineum	Polygonum coccineum Muhl. ex Willd.
Polygonum coccineum	Polygonum coccineum	Polygonum coccineum Muhl.
Polygonum coccineum var. pratincola	Polygonum coccineum var. pratincola	Polygonum coccineum var. pratincola (Greene) Stanford
Polygonum compactum	Polygonum compactum	Polygonum compactum Hook.fil.
Polygonum convolvulus	Polygonum convolvulus	Polygonum convolvulus L.
Polygonum coriarium	Polygonum coriarium	Polygonum coriarium Grig.
Polygonum cuspidatum	Polygonum cuspidatum	Polygonum cuspidatum Willd. ex Spreng.
Polygonum cuspidatum	Polygonum cuspidatum	Polygonum cuspidatum Siebold & Zucc.
Polygonum emersum	Polygonum emersum	Polygonum emersum (Michx.) Britton
Polygonum fagopyrum	Polygonum fagopyrum	Polygonum fagopyrum L.
Polygonum fusiforme	Polygonum fusiforme	Polygonum fusiforme Greene
Polygonum hachidyoense	Polygonum hachidyoense	Polygonum hachidyoense Makino
Polygonum hartwrightii	Polygonum hartwrightii	Polygonum hartwrightii A.Gray
Polygonum heterophyllum	Polygonum heterophyllum	Polygonum heterophyllum Lindm.
Polygonum hydropiper	Polygonum hydropiper	Polygonum hydropiper L.
Polygonum hydropiper var. projectum	Polygonum hydropiper var. projectum	Polygonum hydropiper var. projectum Stanford
Polygonum incanum	Polygonum incanum	Polygonum incanum Huber, 1909
Polygonum incanum	Polygonum incanum	Polygonum incanum F.W.Schmidt
Polygonum incanum	Polygonum incanum	Polygonum incanum Willd.
Polygonum incarnatum	Polygonum incarnatum	Polygonum incarnatum Elliott
Polygonum lapathifolium	Polygonum lapathifolium	Polygonum lapathifolium L.
Polygonum lapathifolium	Polygonum lapathifolium	Polygonum lapathifolium Willd.
Polygonum lapathifolium var. incanum	Polygonum lapathifolium var. incanum	Polygonum lapathifolium var. incanum Ledeb.
Polygonum lapathifolium var. incanum	Polygonum lapathifolium var. incanum	Polygonum lapathifolium var. incanum (F.W.Schmidt) W.D.J.Koch
Polygonum lapathifolium var. incanum	Polygonum lapathifolium var. incanum	Polygonum lapathifolium var. incanum Boenn., 1824
Polygonum lapathifolium var. nodosum	Polygonum lapathifolium var. nodosum	Polygonum lapathifolium var. nodosum (Pers.) Becker, 1827
Polygonum lapathifolium var. nodosum	Polygonum lapathifolium var. nodosum	Polygonum lapathifolium var. nodosum Mutel, 1837
Polygonum lapathifolium var. nodosum	Polygonum lapathifolium var. nodosum	Polygonum lapathifolium var. nodosum (Pers.) Hook.fil.
Polygonum lapathifolium var. salicifolium	Polygonum lapathifolium var. salicifolium	Polygonum lapathifolium var. salicifolium Sibth.
Polygonum linicola	Polygonum linicola	Polygonum linicola Sutulov
Polygonum longisetum	Polygonum longisetum	Polygonum longisetum Bruyn
Polygonum longisetum	Polygonum longisetum	Polygonum longisetum Bruijn
Polygonum maritimum	Polygonum maritimum	Polygonum maritimum L.
Polygonum maritimum	Polygonum maritimum	Polygonum maritimum Cham. & Schltdl.
Polygonum maritimum var. chilense	Polygonum maritimum var. chilense	Polygonum maritimum var. chilense (Koch) Skottsb.
Polygonum mite	Polygonum mite	Polygonum mite Pers.
Polygonum mite	Polygonum mite	Polygonum mite Schrank
Polygonum monspeliense	Polygonum monspeliense	Polygonum monspeliense Pers.
Polygonum muhlenbergii	Polygonum muhlenbergii	Polygonum muhlenbergii S.Watson
Polygonum natans	Polygonum natans	Polygonum natans (Michx.) Eaton
Polygonum natans	Polygonum natans	Polygonum natans Gueldenst.
Polygonum neglectum	Polygonum neglectum	Polygonum neglectum Besser
Polygonum nodosum	Polygonum nodosum	Polygonum nodosum Pers.
Polygonum nodosum var. incanum	Polygonum nodosum var. incanum	Polygonum nodosum var. incanum Ledeb.
Polygonum pallidum	Polygonum pallidum	Polygonum pallidum With.
Polygonum paniculatum	Polygonum paniculatum	Polygonum paniculatum L.
Polygonum paniculatum	Polygonum paniculatum	Polygonum paniculatum Andrz.
Polygonum paniculatum	Polygonum paniculatum	Polygonum paniculatum Blume
Polygonum persicaria	Polygonum persicaria	Polygonum persicaria Wahlenb. ex Nyman, 1881
Polygonum persicaria	Polygonum persicaria	Polygonum persicaria L.
Polygonum persicaria var. incanum	Polygonum persicaria var. incanum	Polygonum persicaria var. incanum Roth
Polygonum persicaria var. ruderale	Polygonum persicaria var. ruderale	Polygonum persicaria var. ruderale Meisn.
Polygonum plumosum	Polygonum plumosum	Polygonum plumosum Small
Polygonum posumbu	Polygonum posumbu	Polygonum posumbu Thwaites
Polygonum posumbu	Polygonum posumbu	Polygonum posumbu Buch.-Ham. ex D.Don
