dlist,elist,genus_jw,se_jw,gender_switch
Macrotomia euchromon,Macrotomia euchromon,1.0,1.0,False
Macrotyloma uniflorum,Macrotyloma uniflorum,1.0,1.0,False
Macrozamia heteromera,Macrozamia heteromera,1.0,1.0,False
Macrozamia spiralis,Macrozamia spiralis,1.0,1.0,False
Macrozamia fraseri,Macrozamia fraseri,1.0,1.0,False
Macrozamia dyeri,Macrozamia dyeri,1.0,1.0,False
Macrozamia tridentata,Macrozamia tridentata,1.0,1.0,False
Macrozamia moorei,Macrozamia moorei,1.0,1.0,False
Macrozamia mackenzii,Macrozamia mackenzii,1.0,1.0,False
Macrozamia miquelii,Macrozamia miquelii,1.0,1.0,False
Macrozamia platyrachis,Macrozamia platyrhachis,1.0,0.970707070707,False
Macrozamia riedlei,Macrozamia riedlei,1.0,1.0,False
Macrozamia macleayi,Macrozamia macleayi,1.0,1.0,False
Macrozamia lucida,Macrozamia lucida,1.0,1.0,False
Macrozamia platyrhachis,Macrozamia platyrhachis,1.0,1.0,False
Macrozamia macdonnellii,Macrozamia macdonnellii,1.0,1.0,False
Macrozamia communis,Macrozamia communis,1.0,1.0,False
Macrozamia fawcettii,Macrozamia fawcettii,1.0,1.0,False
Macrozamia polymorpha,Macrozamia polymorpha,1.0,1.0,False
Macrozamia reducta,Macrozamia reducta,1.0,1.0,False
Macrozamia glaucophylla,Macrozamia glaucophylla,1.0,1.0,False
Maddenia hypoleuca,Maddenia hypoleuca,1.0,1.0,False
Madhuca microphylla,Madhuca microphylla,1.0,1.0,False
Madhuca macrophylla,Madhuca microphylla,1.0,0.945454545455,False
Madia elegans,Madia elegans,1.0,1.0,False
Madia sativa,Madia sativa,1.0,1.0,False
Madronella purpurea,Madronella purpurea,1.0,1.0,False
Madronella odoratissima,Madronella odoratissima,1.0,1.0,False
Maerua gilgii,Maerua gilgii,1.0,1.0,False
Maerua angolensis,Maerua angolensis,1.0,1.0,False
Maesa scandens,Maesa scandens,1.0,1.0,False
Maesa cavaleriei,Maesa cavaleriei,1.0,1.0,False
Maesa myrsinoides,Maesa myrsinoides,1.0,1.0,False
Maesa dunniana,Maesa dunniana,1.0,1.0,False
Maesa randaiensis,Maesa randaiensis,1.0,1.0,False
Maesa coriacea,Maesa coriacea,1.0,1.0,False
Maesa hupehensis,Maesa hupehensis,1.0,1.0,False
Maesa doraena,Maesa doraena,1.0,1.0,False
Maesa taiheizanensis,Maesa taiheizensis,1.0,0.977380952381,False
Maesa tenera,Maesa tenera,1.0,1.0,False
Maesa japonica,Maesa japonica,1.0,1.0,False
Maesa wilsonii,Maesa wilsonii,1.0,1.0,False
Maesa gracilis,Maesa gracilis,1.0,1.0,False
Maesa singuliflora,Maesa singuliflora,1.0,1.0,False
Maesobotrya vermeulenii,Maesobotrya vermeulenii,1.0,1.0,False
Maesobotrya floribunda,Maesobotrya floribunda,1.0,1.0,False
Maesopsis eminii,Maesopsis eminii,1.0,1.0,False
Magallana porifolia,Magallana porifolia,1.0,1.0,False
Magnistipula butayei,Magnistipula butayei,1.0,1.0,False
Magnolia lanuginosoides,Magnolia lanuginosoides,1.0,1.0,False
Magnolia praecalva,Magnolia praecalva,1.0,1.0,False
Magnolia cathcartii,Magnolia cathcartii,1.0,1.0,False
Magnolia mahechae,Magnolia mahechae,1.0,1.0,False
Magnolia kobus,Magnolia kobus,1.0,1.0,False
Magnolia pealiana,Magnolia pealiana,1.0,1.0,False
Magnolia aromatica,Magnolia aromatica,1.0,1.0,False
Magnolia vrieseana,Magnolia vrieseana,1.0,1.0,False
Magnolia mediocris,Magnolia mediocris,1.0,1.0,False
Magnolia compressa,Magnolia compressa,1.0,1.0,False
Magnolia figo,Magnolia figo,1.0,1.0,False
Magnolia villosa,Magnolia villosa,1.0,1.0,False
Magnolia lacei,Magnolia lacei,1.0,1.0,False
Magnolia duperreana,Magnolia duperreana,1.0,1.0,False
Magnolia officinalis,Magnolia officinalis,1.0,1.0,False
Magnolia gustavii,Magnolia gustavii,1.0,1.0,False
Magnolia yunnanensis,Magnolia yunnanensis,1.0,1.0,False
Magnolia macclurei,Magnolia macclurei,1.0,1.0,False
Magnolia ovata,Magnolia ovata,1.0,1.0,False
Magnolia dawsoniana,Magnolia dawsoniana,1.0,1.0,False
Magnolia sieboldii,Magnolia sieboldii,1.0,1.0,False
Magnolia liliiflora,Magnolia liliiflora,1.0,1.0,False
Magnolia carsonii,Magnolia carsonii,1.0,1.0,False
Magnolia lilifera,Magnolia liliifera,1.0,0.977777777778,False
Magnolia championii,Magnolia championii,1.0,1.0,False
Magnolia dodecapetala,Magnolia dodecapetala,1.0,1.0,False
Magnolia kobushi,Magnolia kobushii,1.0,0.9875,True
Magnolia chapensis,Magnolia chapensis,1.0,1.0,False
Magnolia salicifolia,Magnolia salicifolia,1.0,1.0,False
Magnolia praecocissima,Magnolia praecocissima,1.0,1.0,False
Magnolia delavayi,Magnolia delavayi,1.0,1.0,False
Magnolia tripetala,Magnolia tripetala,1.0,1.0,False
Magnolia mexicana,Magnolia mexicana,1.0,1.0,False
Magnolia albosericea,Magnolia albosericea,1.0,1.0,False
Magnolia fordiana,Magnolia fordiana,1.0,1.0,False
Magnolia portoricensis,Magnolia portoricensis,1.0,1.0,False
Magnolia kwangtungensis,Magnolia kwangtungensis,1.0,1.0,False
Magnolia sumatrae,Magnolia sumatrana,1.0,0.965277777778,False
Magnolia henryi,Magnolia henryi,1.0,1.0,False
Magnolia leveilleana,Magnolia leveilleana,1.0,1.0,False
Magnolia grandiflora,Magnolia grandiflora,1.0,1.0,False
Magnolia champaca,Magnolia champaca,1.0,1.0,False
Magnolia panamensis,Magnolia panamensis,1.0,1.0,False
Magnolia liliifera,Magnolia liliifera,1.0,1.0,False
Magnolia guatemalensis,Magnolia guatemalensis,1.0,1.0,False
Magnolia blumei,Magnolia blumei,1.0,1.0,False
Magnolia sinica,Magnolia sinica,1.0,1.0,False
Magnolia hodgsonii,Magnolia hodgsonii,1.0,1.0,False
Magnolia macrophylla,Magnolia macrophylla,1.0,1.0,False
Magnolia virginiana,Magnolia virginiana,1.0,1.0,False
Magnolia fraseri,Magnolia fraseri,1.0,1.0,False
Magnolia soulangiana,Magnolia soulangeana,1.0,0.981818181818,False
Magnolia gigantifolia,Magnolia gigantifolia,1.0,1.0,False
Magnolia stellata,Magnolia stellata,1.0,1.0,False
Magnolia campbellii,Magnolia campbellii,1.0,1.0,False
Magnolia betongensis,Magnolia betongensis,1.0,1.0,False
Magnolia obovata,Magnolia obovata,1.0,1.0,False
Magnolia caricifragans,Magnolia caricifragrans,1.0,1.0,False
Magnolia cylindrica,Magnolia cylindrica,1.0,1.0,False
Magnolia pterocarpa,Magnolia pterocarpa,1.0,1.0,False
Magnolia odoratissima,Magnolia odoratissima,1.0,1.0,False
Magnolia globosa,Magnolia globosa,1.0,1.0,False
Magnolia conifera,Magnolia conifera,1.0,1.0,False
Magnolia laevifolia,Magnolia laevifolia,1.0,1.0,False
Magnolia eriostepta,Magnolia eriostepta,1.0,1.0,False
Magnolia tamaulipana,Magnolia tamaulipana,1.0,1.0,False
Magnolia lanuginosa,Magnolia lanuginosa,1.0,1.0,False
Magnolia splendens,Magnolia splendens,1.0,1.0,False
Magnolia minor,Magnolia minor,1.0,1.0,False
Magnolia coco,Magnolia coco,1.0,1.0,False
Magnolia schiedeana,Magnolia schiedeana,1.0,1.0,False
Magnolia nitida,Magnolia nitida,1.0,1.0,False
Magnolia kwangsiensis,Magnolia kwangsiensis,1.0,1.0,False
Magnolia foveolata,Magnolia foveolata,1.0,1.0,False
Magnolia elegans,Magnolia elegans,1.0,1.0,False
Magnolia singapurensis,Magnolia singapurensis,1.0,1.0,False
Magnolia denudata,Magnolia denudata,1.0,1.0,False
Magnolia odora,Magnolia odora,1.0,1.0,False
Magnolia caricifragrans,Magnolia caricifragrans,1.0,1.0,False
Magnolia insignis,Magnolia insignis,1.0,1.0,False
Magnolia omeiensis,Magnolia omeiensis,1.0,1.0,False
Magnolia biondii,Magnolia biondii,1.0,1.0,False
Magnolia lotungensis,Magnolia lotungensis,1.0,1.0,False
Magnolia emarginata,Magnolia emarginata,1.0,1.0,False
Magnolia shiluensis,Magnolia shiluensis,1.0,1.0,False
Magnolia tsiampacca,Magnolia tsiampacca,1.0,1.0,False
Magnolia fistulosa,Magnolia fistulosa,1.0,1.0,False
Magnolia wilsonii,Magnolia wilsonii,1.0,1.0,False
Magnolia pacifica,Magnolia pacifica,1.0,1.0,False
Magnolia speciosa,Magnolia speciosa,1.0,1.0,False
Magnolia grandis,Magnolia grandis,1.0,1.0,False
Magnolia gustavi,Magnolia gustavii,1.0,0.9875,True
Magnolia montana,Magnolia montana,1.0,1.0,False
Magnolia sprengeri,Magnolia sprengeri,1.0,1.0,False
Magnolia iltisiana,Magnolia iltisiana,1.0,1.0,False
Magnolia yoroconte,Magnolia yoroconte,1.0,1.0,False
Magnolia acuminata,Magnolia acuminata,1.0,1.0,False
Magnolia soulangeana,Magnolia soulangeana,1.0,1.0,False
Magnolia angatensis,Magnolia angatensis,1.0,1.0,False
Magnolia sargentiana,Magnolia sargentiana,1.0,1.0,False
Magnolia pugana,Magnolia pugana,1.0,1.0,False
Magnolia baillonii,Magnolia baillonii,1.0,1.0,False
Magnolia balansae,Magnolia balansae,1.0,1.0,False
Magonia pubescens,Magonia pubescens,1.0,1.0,False
Magonia glabrata,Magonia glabrata,1.0,1.0,False
Magydaris tomentosa,Magydaris tomentosa,1.0,1.0,False
Magydaris pastinacea,Magydaris pastinacea,1.0,1.0,False
Maharanga bicolor,Macaranga bicolor,0.940740740741,1.0,False
Mahernia erodioides,Mahernia erodioides,1.0,1.0,False
Mahonia aquifolia,Mahonia aquifolium,1.0,0.979259259259,True
Mahonia japonica,Mahonia japonica,1.0,1.0,False
Mahonia leveilleana,Mahonia leveilleana,1.0,1.0,False
Mahonia beali,Mahonia bealei,1.0,0.966666666667,False
Mahonia fortunei,Mahonia fortunei,1.0,1.0,False
Mahurea exstipulata,Mahurea exstipulata,1.0,1.0,False
Mahurea sororopantepuiana,Mahurea sororopantepuiana,1.0,1.0,False
Mahurea casiquiarensis,Mahurea casiquiarensis,1.0,1.0,False
Maianthemum racemosum,Maianthemum racemosum,1.0,1.0,False
Maianthemum tatsienense,Maianthemum tatsienense,1.0,1.0,False
Maianthemum bifolium,Maianthemum bifolium,1.0,1.0,False
Maianthemum dilatatum,Maianthemum dilatatum,1.0,1.0,False
Maianthemum stellatum,Maianthemum stellatum,1.0,1.0,False
Maianthemum hondoense,Maianthemum hondoense,1.0,1.0,False
Maianthemum stenolobum,Maianthemum stenolobum,1.0,1.0,False
Maianthemum purpureum,Maianthemum purpureum,1.0,1.0,False
Maianthemum tatsiense,Maianthemum tatsienense,1.0,0.970707070707,False
Maianthemum japonicum,Maianthemum japonicum,1.0,1.0,False
Maianthemum canadense,Maianthemum canadense,1.0,1.0,False
Maianthemum trifolium,Maianthemum trifolium,1.0,1.0,False
Maieta guianensis,Maieta guianensis,1.0,1.0,False
Maihuenia tehuelches,Maihuenia tehuelches,1.0,1.0,False
Maihuenia albolanata,Maihuenia albolanata,1.0,1.0,False
Maihuenia brachydelphys,Maihuenia brachydelphys,1.0,1.0,False
Maihuenia philippii,Maihuenia philippi,1.0,0.992592592593,True
Maihuenia latispina,Maihuenia latispina,1.0,1.0,False
Maihuenia poeppigii,Maihuenia poeppigii,1.0,1.0,False
Maihuenia valentinii,Maihuenia valentini,1.0,0.996666666667,True
Maihuenia cumulata,Maihuenia cumulata,1.0,1.0,False
Maihuenia patagonica,Maihuenia patagonica,1.0,1.0,False
Maihueniopsis atacamensis,Maihueniopsis atacamensis,1.0,1.0,False
Maillardia pendula,Maxillaria pendula,0.946666666667,1.0,False
Maingaya malayana,Maingaya malayana,1.0,1.0,False
Maireana triptera,Maireana triptera,1.0,1.0,False
Maireana coronata,Maireana coronata,1.0,1.0,False
Maireana planifolia,Maireana planifolia,1.0,1.0,False
Maireana erioclada,Maireana erioclada,1.0,1.0,False
Maireana sedifolia,Maireana sedifolia,1.0,1.0,False
Maireana microphylla,Maireana microphylla,1.0,1.0,False
Maireana suaedifolia,Maireana sedifolia,1.0,0.945454545455,False
Maireana brevifolia,Maireana brevifolia,1.0,1.0,False
Maireana integra,Maireana integra,1.0,1.0,False
Mairia hirsuta,Mairia hirsuta,1.0,1.0,False
Malabaila dasyantha,Malabaila dasyantha,1.0,1.0,False
Malabaila involucrata,Malabaila involucrata,1.0,1.0,False
Malabaila aurea,Malabaila aurea,1.0,1.0,False
Malache lanceolata,Malache lanceolata,1.0,1.0,False
Malachium calycinum,Malachium calycinum,1.0,1.0,False
Malacocarpus islayensis,Malacocarpus islayensis,1.0,1.0,False
Malacocera tricornis,Malacocera tricornis,1.0,1.0,False
Malacomeles denticulata,Malacomeles denticulata,1.0,1.0,False
Malacothamnus fasciculatus,Malacothamnus fasciculatus,1.0,1.0,False
Malacothamnus nuttallii,Malacothamnus nuttallii,1.0,1.0,False
Malacothrix coulteri,Malacothrix coulteri,1.0,1.0,False
Malacothrix clevelandii,Malacothrix clevelandii,1.0,1.0,False
Malacothrix torreyi,Malacothrix torreyi,1.0,1.0,False
Malacothrix glabrata,Malacothrix glabrata,1.0,1.0,False
Malacothrix clevelardi,Malacothrix clevelandii,1.0,0.971818181818,False
Malacothrix sonchoides,Malacothrix sonchoides,1.0,1.0,False
Malacothrix stebbinsii,Malacothrix stebbinsii,1.0,1.0,False
Malacothrix californica,Malacothrix californica,1.0,1.0,False
Malagasia alticola,Malagasia alticola,1.0,1.0,False
Malaisia tortuosa,Malaisia tortuosa,1.0,1.0,False
Malaisia scandens,Malaisia scandens,1.0,1.0,False
Malania oleifera,Malania oleifera,1.0,1.0,False
Malaxis brachystachya,Malaxis brachystachys,1.0,1.0,False
Malaxis hahajimensis,Malaxis hahajimensis,1.0,1.0,False
Malaxis brachystachys,Malaxis brachystachys,1.0,1.0,False
Malaxis muscifera,Malaxis muscifera,1.0,1.0,False
Malaxis carnosa,Malaxis carnosula,1.0,0.97037037037,False
Malaxis monophylla,Malaxis monophyllos,1.0,0.990606060606,False
Malaxis abieticola,Malaxis abieticola,1.0,1.0,False
Malaxis spicata,Malaxis spicata,1.0,1.0,False
Malaxis mambulilingensis,Malaxis mambulilingensis,1.0,1.0,False
Malaxis macrostachya,Malaxis macrostachya,1.0,1.0,False
Malaxis boninensis,Malaxis boninensis,1.0,1.0,False
Malaxis porphyrea,Malaxis porphyrea,1.0,1.0,False
Malaxis densiflora,Malaxis densiflora,1.0,1.0,False
Malaxis monophyllos,Malaxis monophyllos,1.0,1.0,False
Malcolmia maritima,Malcolmia maritima,1.0,1.0,False
Malcolmia scorpioides,Malcolmia scorpiuroides,1.0,0.979487179487,False
Malcolmia littorea,Malcolmia littorea,1.0,1.0,False
Malcolmia intermedia,Malcolmia intermedia,1.0,1.0,False
Malcolmia stenopetala,Malcolmia stenopetala,1.0,1.0,False
Malcolmia orsiniana,Malcolmia orsiniana,1.0,1.0,False
Malesherbia linearifolia,Malesherbia linearifolia,1.0,1.0,False
Malesherbia fasciculata,Malesherbia fasciculata,1.0,1.0,False
Malleastrum mandenense,Malleastrum mandenense,1.0,1.0,False
Malleola baliensis,Malleola baliensis,1.0,1.0,False
Malleostemon roseus,Malleostemon roseus,1.0,1.0,False
Mallotopus japonicus,Mallotus japonicus,0.973333333333,1.0,False
Mallotus japonicus,Mallotus japonicus,1.0,1.0,False
Mallotus ficifolius,Mallotus ficifolius,1.0,1.0,False
Mallotus barbatus,Mallotus barbatus,1.0,1.0,False
Mallotus polyadenos,Mallotus polyadenos,1.0,1.0,False
Mallotus cumingii,Mallotus cumingii,1.0,1.0,False
Mallotus mollissimus,Mallotus mollissimus,1.0,1.0,False
Mallotus claoxyloides,Mallotus claoxyloides,1.0,1.0,False
Mallotus muticus,Mallotus muticus,1.0,1.0,False
Mallotus paniculatus,Mallotus paniculatus,1.0,1.0,False
Mallotus kongkandae,Mallotus kongkandae,1.0,1.0,False
Mallotus oppositifolius,Mallotus oppositifolius,1.0,1.0,False
Mallotus anamiticus,Mallotus annamiticus,1.0,0.975757575758,False
Mallotus macrostachyus,Mallotus macrostachyus,1.0,1.0,False
Mallotus pallidus,Mallotus pallidus,1.0,1.0,False
Mallotus repandus,Mallotus repandus,1.0,1.0,False
Mallotus discolor,Mallotus discolor,1.0,1.0,False
Mallotus megadontus,Mallotus megadontus,1.0,1.0,False
Mallotus peltatus,Mallotus peltatus,1.0,1.0,False
Mallotus tetracoccus,Mallotus tetracoccus,1.0,1.0,False
Mallotus philippensis,Mallotus philippensis,1.0,1.0,False
Mallotus nudiflorus,Mallotus nudiflorus,1.0,1.0,False
Mallotus nepalensis,Mallotus nepalensis,1.0,1.0,False
Mallotus lianus,Mallotus lianus,1.0,1.0,False
Mallotus floribundus,Mallotus floribundus,1.0,1.0,False
Mallotus oreophilus,Mallotus oreophilus,1.0,1.0,False
Mallotus apelta,Mallotus apelta,1.0,1.0,False
Malmea surinamensis,Malmea surinamensis,1.0,1.0,False
Malmea dielsiana,Malmea dielsiana,1.0,1.0,False
Malmea dimera,Malmea dimera,1.0,1.0,False
Malope multiflora,Malope multiflora,1.0,1.0,False
Malope trifida,Malope trifida,1.0,1.0,False
Malosma laurina,Malosma laurina,1.0,1.0,False
Malouetia odorata,Malouetia odorata,1.0,1.0,False
Malouetia tamaquarina,Malouetia tamaquarina,1.0,1.0,False
Malouetia obtusiloba,Malouetia obtusiloba,1.0,1.0,False
Malouetia bequaertiana,Malouetia bequaertiana,1.0,1.0,False
Malouetia albiflora,Malouetia albiflora,1.0,1.0,False
Malouetia furfuracea,Malouetia furfuracea,1.0,1.0,False
Malouetia asiatica,Malouetia asiatica,1.0,1.0,False
Malouetia guianensis,Malouetia guianensis,1.0,1.0,False
Malpighia urens,Malpighia urens,1.0,1.0,False
Malpighia armeniaca,Malpighia armeniaca,1.0,1.0,False
Malpighia odorata,Malpighia odorata,1.0,1.0,False
Malpighia berteroana,Malpighia berteroana,1.0,1.0,False
Malpighia glandulosa,Malpighia glandulosa,1.0,1.0,False
Malpighia retusa,Malpighia retusa,1.0,1.0,False
Malpighia coccifera,Malpighia coccifera,1.0,1.0,False
Malpighia apiculata,Malpighia apiculata,1.0,1.0,False
Malpighia albiflora,Malpighia albiflora,1.0,1.0,False
Malpighia nummulariifolia,Malpighia nummulariifolia,1.0,1.0,False
Malpighia alternifolia,Malpighia alternifolia,1.0,1.0,False
Malpighia glandulifera,Malpighia glandulifera,1.0,1.0,False
Malpighia elegans,Malpighia elegans,1.0,1.0,False
Malpighia biflora,Malpighia biflora,1.0,1.0,False
Malpighia glauca,Malpighia glauca,1.0,1.0,False
Malpighia cinerea,Malpighia cinerea,1.0,1.0,False
Malpighia setosa,Malpighia setosa,1.0,1.0,False
Malpighia cubensis,Malpighia cubensis,1.0,1.0,False
Malpighia oxycocca,Malpighia oxycocca,1.0,1.0,False
Malpighia coriacea,Malpighia coriacea,1.0,1.0,False
Malpighia verbascifolia,Malpighia verbascifolia,1.0,1.0,False
Malpighia variifolia,Malpighia variifolia,1.0,1.0,False
Malpighia infestissima,Malpighia infestissima,1.0,1.0,False
Malpighia umbellata,Malpighia umbellata,1.0,1.0,False
Malpighia lanceolata,Malpighia lanceolata,1.0,1.0,False
Malpighia dasycarpa,Malpighia dasycarpa,1.0,1.0,False
Malpighia reticulata,Malpighia reticulata,1.0,1.0,False
Malpighia verruculosa,Malpighia verruculosa,1.0,1.0,False
Malpighia ternifolia,Malpighia alternifolia,1.0,0.944444444444,False
Malpighia coccigera,Malpighia coccigera,1.0,1.0,False
Malpighia horrida,Malpighia horrida,1.0,1.0,False
Malpighia megacantha,Malpighia megacantha,1.0,1.0,False
Malpighia neumanniana,Malpighia neumanniana,1.0,1.0,False
Malpighia emarginata,Malpighia emarginata,1.0,1.0,False
Malpighia glabra,Malpighia glabra,1.0,1.0,False
Malpighia cotinifolia,Malpighia cotinifolia,1.0,1.0,False
Malpighia mayana,Malpighia mayana,1.0,1.0,False
Malpighia romeroana,Malpighia romeroana,1.0,1.0,False
Malpighia semeruco,Malpighia semeruco,1.0,1.0,False
Malpighiodes bracteosa,Malpighiodes bracteosa,1.0,1.0,False
Malpighiodes spruceana,Malpighiodes spruceana,1.0,1.0,False
Malus rivularis,Malus rivularis,1.0,1.0,False
Malus dasyphylla,Malus dasyphylla,1.0,1.0,False
Malus honanensis,Malus honanensis,1.0,1.0,False
Malus tschonoskii,Malus tschonoskii,1.0,1.0,False
Malus sieversii,Malus sieversii,1.0,1.0,False
Malus toringo,Malus toringo,1.0,1.0,False
Malus toringoides,Malus toringoides,1.0,1.0,False
Malus micromalus,Malus micromalus,1.0,1.0,False
Malus sikkimensis,Malus sikkimensis,1.0,1.0,False
Malus sieboldii,Malus sieboldii,1.0,1.0,False
Malus floribunda,Malus floribunda,1.0,1.0,False
Malus ringo,Malus ringo,1.0,1.0,False
Malus spontanea,Malus spontanea,1.0,1.0,False
Malus ioensis,Malus ioensis,1.0,1.0,False
Malus angustifolia,Malus angustifolia,1.0,1.0,False
Malus hupehensis,Malus hupehensis,1.0,1.0,False
Malus heterophylla,Malus heterophylla,1.0,1.0,False
Malus kirghisorum,Malus kirghisorum,1.0,1.0,False
Malus kaido,Malus kaido,1.0,1.0,False
Malus mandshurica,Malus mandshurica,1.0,1.0,False
Malus sargentii,Malus sargentii,1.0,1.0,False
Malus halliana,Malus halliana,1.0,1.0,False
Malus praecox,Malus praecox,1.0,1.0,False
Malus orientalis,Malus orientalis,1.0,1.0,False
Malus transitoria,Malus transitoria,1.0,1.0,False
Malus rockii,Malus rockii,1.0,1.0,False
Malus pumila,Malus pumila,1.0,1.0,False
Malus domestica,Malus domestica,1.0,1.0,False
Malus prattii,Malus prattii,1.0,1.0,False
Malus trilobata,Malus trilobata,1.0,1.0,False
Malus spectabilis,Malus spectabilis,1.0,1.0,False
Malus yunnanensis,Malus yunnanensis,1.0,1.0,False
Malus asiatica,Malus asiatica,1.0,1.0,False
Malus manshurica,Malus manshurica,1.0,1.0,False
Malus prunifolia,Malus prunifolia,1.0,1.0,False
Malus baccata,Malus baccata,1.0,1.0,False
Malus fusca,Malus fusca,1.0,1.0,False
Malus sylvestris,Malus sylvestris,1.0,1.0,False
Malva bismalva,Malva bismalva,1.0,1.0,False
Malva antofagastana,Malva antofagastana,1.0,1.0,False
Malva mamillosa,Malva mamillosa,1.0,1.0,False
Malva parviflora,Malva parviflora,1.0,1.0,False
Malva dendromorpha,Malva dendromorpha,1.0,1.0,False
Malva erecta,Malva erecta,1.0,1.0,False
Malva pedata,Malva pedata,1.0,1.0,False
Malva gangetica,Malva gangetica,1.0,1.0,False
Malva morenii,Malva morenii,1.0,1.0,False
Malva caroliniana,Malva caroliniana,1.0,1.0,False
Malva maritima,Malva maritima,1.0,1.0,False
Malva aegyptiaca,Malva aegyptia,1.0,0.986666666667,False
Malva curassavica,Malva curassavica,1.0,1.0,False
Malva cretica,Malva cretica,1.0,1.0,False
Malva stipulacea,Malva stipulacea,1.0,1.0,False
Malva trifida,Malva trifida,1.0,1.0,False
Malva triloba,Malva triloba,1.0,1.0,False
Malva arborea,Malva arborea,1.0,1.0,False
Malva pusilla,Malva pusilla,1.0,1.0,False
Malva ovata,Malva ovata,1.0,1.0,False
Malva urticifolia,Malva urticifolia,1.0,1.0,False
Malva cannabina,Malva cannabina,1.0,1.0,False
Malva eriocarpa,Malva eriocarpa,1.0,1.0,False
Malva silvestris,Malva sylvestris,1.0,0.94,False
